,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company,Model
1529,Coimbatore,2018,38310,Diesel,Manual,3,20.65,1248.0,88.7,5.0,6.69,tata,tata zest
1530,Delhi,2014,56000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,4.25,maruti,maruti swift
1531,Kolkata,2017,31300,Diesel,Automatic,3,21.72,1498.0,108.4,5.0,10.5,skoda,skoda rapid
1532,Coimbatore,2019,11241,Diesel,Manual,3,13.68,2393.0,147.8,8.0,22.55,toyota,toyota innova
1533,Pune,2014,48000,Petrol,Manual,2,17.01,1591.0,121.3,5.0,5.2,hyundai,hyundai verna
1534,Coimbatore,2019,23882,Petrol,Manual,3,17.4,1497.0,117.3,5.0,11.87,honda,honda city
1535,Hyderabad,2014,65000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,6.99,honda,honda city
1536,Jaipur,2011,50000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,5.0,volkswagen,volkswagen vento
1538,Chennai,2015,21000,Petrol,Manual,3,22.74,796.0,47.3,5.0,2.79,maruti,maruti alto
1539,Pune,2012,148000,Diesel,Manual,2,21.12,1248.0,88.8,5.0,2.9,tata,tata manza
1540,Delhi,2016,68000,Petrol,Manual,3,15.29,1591.0,121.3,5.0,9.85,hyundai,hyundai creta
1543,Mumbai,2011,74000,Diesel,Manual,2,22.32,1582.0,126.3,5.0,3.75,hyundai,hyundai verna
1546,Hyderabad,2013,34834,Petrol,Manual,3,14.0,796.0,35.0,5.0,2.6,maruti,maruti omni
1549,Kochi,2016,57390,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6.73,renault,renault duster
1550,Kolkata,2016,100000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,3.5,maruti,maruti swift
1551,Kolkata,2011,50000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2.35,volkswagen,volkswagen polo
1552,Coimbatore,2017,64961,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16.13,mahindra,mahindra xuv500
1553,Coimbatore,2014,72465,Petrol,Manual,3,16.47,1198.0,74.0,5.0,5.9,volkswagen,volkswagen polo
1554,Hyderabad,2012,68776,Petrol,Manual,3,21.1,1197.0,85.8,5.0,3.9,maruti,maruti ritz
1556,Delhi,2012,68000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,6.95,toyota,toyota innova
1557,Delhi,2015,33000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,7.0,honda,honda city
1558,Coimbatore,2017,22389,Petrol,Manual,3,17.0,1198.0,73.75,5.0,7.23,volkswagen,volkswagen ameo
1559,Mumbai,2012,90000,Diesel,Manual,3,21.5,1248.0,88.8,5.0,3.81,maruti,maruti sx4
1560,Chennai,2012,42000,Petrol,Manual,1,18.6,1197.0,85.8,5.0,4.5,maruti,maruti swift
1561,Pune,2017,38767,Diesel,Manual,3,19.67,1582.0,126.2,5.0,12.6,hyundai,hyundai creta
1563,Coimbatore,2010,59136,Petrol,Manual,3,19.7,796.0,46.3,5.0,2.96,maruti,maruti alto
1564,Kolkata,2014,36000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.25,honda,honda amaze
1566,Mumbai,2013,51000,Diesel,Automatic,3,19.5,1582.0,126.24,5.0,8.75,hyundai,hyundai elantra
1567,Kochi,2011,36411,Petrol,Manual,3,18.9,998.0,67.1,5.0,3.08,maruti,maruti wagon
1569,Pune,2016,27300,Petrol,Manual,3,17.8,1497.0,117.3,5.0,7.0,honda,honda city
1570,Kochi,2011,29813,Petrol,Automatic,2,14.74,1991.0,181.03,5.0,11.5,mercedes-benz,mercedes-benz new
1571,Pune,2011,71000,Petrol,Manual,3,20.51,998.0,67.04,5.0,2.6,maruti,maruti wagon
1572,Kolkata,2014,32000,Diesel,Manual,3,22.32,1582.0,126.3,5.0,4.3,hyundai,hyundai verna
1573,Mumbai,2017,19234,CNG,Manual,3,17.5,1373.0,80.46,7.0,8.35,maruti,maruti ertiga
1575,Pune,2011,102000,Diesel,Automatic,3,15.06,1995.0,177.0,5.0,13.75,bmw,bmw x1
1576,Kolkata,2014,42277,Diesel,Manual,3,24.0,1186.0,73.97,5.0,3.85,hyundai,hyundai grand
1577,Mumbai,2014,46000,Diesel,Automatic,3,13.0,2143.0,201.1,5.0,23.25,mercedes-benz,mercedes-benz e-class
1579,Bangalore,2015,50000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5.75,hyundai,hyundai grand
1580,Mumbai,2008,62000,Petrol,Manual,2,20.36,1197.0,78.9,5.0,1.65,hyundai,hyundai i10
1581,Mumbai,2012,78000,Diesel,Manual,3,19.33,1968.0,138.1,5.0,6.5,volkswagen,volkswagen jetta
1584,Chennai,2010,135000,Diesel,Manual,2,11.5,2982.0,171.0,7.0,11.0,toyota,toyota fortuner
1585,Kochi,2013,36716,Petrol,Manual,3,18.9,1061.0,67.0,5.0,3.02,maruti,maruti wagon
1586,Coimbatore,2013,65060,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.32,hyundai,hyundai eon
1587,Delhi,2013,33000,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3.24,honda,honda brio
1588,Kolkata,2015,11110,Petrol,Manual,3,22.74,796.0,47.3,5.0,2.35,maruti,maruti alto
1589,Jaipur,2013,63000,Diesel,Manual,3,15.96,2523.0,62.1,7.0,5.5,mahindra,mahindra bolero
1590,Mumbai,2015,27030,Petrol,Manual,3,17.8,1497.0,117.3,5.0,6.75,honda,honda city
1591,Mumbai,2015,19600,Petrol,Manual,3,15.0,1598.0,103.52,5.0,6.15,skoda,skoda rapid
1592,Pune,2016,27755,Petrol,Manual,3,22.0,1197.0,81.8,5.0,5.45,maruti,maruti swift
1593,Hyderabad,2013,20000,Petrol,Manual,2,21.1,814.0,55.2,5.0,2.3,hyundai,hyundai eon
1594,Kochi,2015,24782,Petrol,Manual,3,20.85,1197.0,83.14,5.0,6.21,maruti,maruti swift
1595,Coimbatore,2014,47303,Petrol,Automatic,3,19.34,1198.0,76.0,5.0,5.21,nissan,nissan micra
1597,Pune,2010,135000,Diesel,Manual,3,17.8,1248.0,75.0,5.0,3.1,maruti,maruti swift
1599,Kolkata,2016,29000,Diesel,Manual,3,20.14,1498.0,88.8,5.0,4.0,volkswagen,volkswagen polo
1600,Kochi,2016,36367,Petrol,Manual,3,17.8,1497.0,117.3,5.0,7.73,honda,honda city
1601,Bangalore,2015,38000,Petrol,Manual,3,17.4,1497.0,117.3,5.0,7.8,honda,honda city
1603,Jaipur,2014,82621,Diesel,Manual,3,20.14,1498.0,88.8,5.0,4.42,volkswagen,volkswagen polo
1605,Kolkata,2016,54000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,13.0,mahindra,mahindra xuv500
1606,Kochi,2015,61691,Diesel,Manual,3,25.8,1498.0,98.6,5.0,5.38,honda,honda amaze
1607,Chennai,2011,32200,Petrol,Manual,2,17.0,1197.0,80.0,5.0,3.25,hyundai,hyundai i20
1608,Jaipur,2016,68630,Petrol,Automatic,3,20.51,998.0,67.0,5.0,3.87,maruti,maruti wagon
1609,Mumbai,2014,61000,Diesel,Automatic,2,16.96,1968.0,138.03,5.0,8.25,volkswagen,volkswagen jetta
1610,Mumbai,2018,32644,Petrol,Manual,3,20.73,1373.0,91.1,5.0,9.28,maruti,maruti ciaz
1611,Delhi,2012,85000,Diesel,Automatic,3,11.79,2179.0,120.0,7.0,6.25,mahindra,mahindra scorpio
1612,Mumbai,2008,75000,Petrol,Manual,2,15.26,1150.0,74.9,5.0,1.15,chevrolet,chevrolet aveo
1613,Kochi,2016,40347,Petrol,Manual,3,20.73,1373.0,91.2,5.0,7.8,maruti,maruti ciaz
1614,Hyderabad,2012,60788,Diesel,Manual,3,23.0,1396.0,90.0,5.0,4.5,hyundai,hyundai i20
1615,Kochi,2018,18664,Petrol,Manual,3,18.7,1199.0,88.7,5.0,7.56,honda,honda jazz
1616,Coimbatore,2017,57847,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16.08,mahindra,mahindra xuv500
1617,Bangalore,2012,52237,Petrol,Manual,3,17.0,1197.0,80.0,5.0,4.5,hyundai,hyundai i20
1618,Chennai,2012,128000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,5.0,hyundai,hyundai verna
1619,Delhi,2011,54000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,2.2,hyundai,hyundai i10
1620,Bangalore,2014,49800,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4.0,maruti,maruti celerio
1621,Kolkata,2012,98000,Diesel,Manual,3,20.86,1199.0,73.9,5.0,2.51,skoda,skoda fabia
1622,Delhi,2015,60095,Diesel,Manual,3,25.2,1248.0,74.0,5.0,4.75,maruti,maruti swift
1623,Pune,2008,68000,Petrol,Manual,2,16.0,1086.0,66.7,5.0,2.0,hyundai,hyundai i10
1624,Jaipur,2010,81402,Petrol,Manual,2,20.36,1197.0,78.9,5.0,2.1,hyundai,hyundai i10
1625,Mumbai,2013,38000,Petrol,Automatic,3,16.5,1499.0,110.0,5.0,6.25,ford,ford ecosport
1626,Kochi,2011,92239,Diesel,Automatic,2,11.5,2987.0,210.0,5.0,10.6,mercedes-benz,mercedes-benz e-class
1627,Ahmedabad,2017,49224,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6.0,maruti,maruti swift
1629,Pune,2010,54898,Petrol,Manual,1,16.1,1298.0,88.2,5.0,2.5,maruti,maruti swift
1630,Mumbai,2018,2500,Petrol,Manual,3,15.29,1591.0,121.3,5.0,12.75,hyundai,hyundai creta
1632,Hyderabad,2006,27076,Petrol,Manual,3,13.8,1299.0,70.0,5.0,1.6,ford,ford ikon
1633,Kochi,2017,75445,Diesel,Manual,3,22.7,1498.0,89.84,5.0,7.54,ford,ford ecosport
1634,Kochi,2015,46601,Petrol,Manual,3,20.73,1373.0,91.1,5.0,6.84,maruti,maruti ciaz
1636,Pune,2017,27000,Diesel,Manual,3,27.3,1498.0,98.6,5.0,8.0,honda,honda jazz
1637,Coimbatore,2016,68193,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,24.74,audi,audi a4
1638,Kochi,2017,34429,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5.5,hyundai,hyundai grand
1640,Coimbatore,2013,80544,Diesel,Manual,3,12.99,2494.0,100.6,7.0,11.79,toyota,toyota innova
1641,Jaipur,2011,42000,Petrol,Manual,2,16.95,1498.0,97.7,5.0,3.0,nissan,nissan sunny
1642,Bangalore,2011,94821,Diesel,Automatic,2,20.0,1968.0,138.1,5.0,6.75,skoda,skoda laura
1643,Jaipur,2006,100000,Petrol,Manual,3,14.49,1399.0,92.7,5.0,1.4,chevrolet,chevrolet aveo
1644,Mumbai,2014,57000,Diesel,Manual,3,24.2,1498.0,98.6,7.0,5.75,honda,honda mobilio
1645,Hyderabad,2010,79894,Diesel,Manual,3,21.1,1248.0,73.9,5.0,3.4,maruti,maruti ritz
1646,Coimbatore,2011,44748,Petrol,Manual,2,16.47,1198.0,73.9,5.0,4.89,volkswagen,volkswagen polo
1647,Mumbai,2013,31000,Petrol,Manual,3,13.24,1598.0,102.5,5.0,4.95,nissan,nissan terrano
1648,Coimbatore,2013,60587,Petrol,Automatic,2,16.98,998.0,66.1,5.0,3.49,maruti,maruti a-star
1650,Pune,2014,43772,Petrol,Manual,3,17.0,1497.0,118.0,5.0,6.35,honda,honda city
1651,Coimbatore,2017,23576,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,7.08,hyundai,hyundai grand
1653,Kolkata,2012,62000,Diesel,Manual,3,12.05,2179.0,120.0,8.0,6.25,mahindra,mahindra scorpio
1654,Mumbai,2011,36000,Petrol,Automatic,3,11.74,1796.0,186.0,5.0,10.15,mercedes-benz,mercedes-benz new
1655,Delhi,2014,80000,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,10.75,skoda,skoda superb
1657,Delhi,2010,61001,Diesel,Manual,3,12.05,2179.0,120.0,8.0,4.75,mahindra,mahindra scorpio
1658,Coimbatore,2015,52191,Petrol,Manual,3,17.1,1591.0,121.3,5.0,7.78,hyundai,hyundai verna
1659,Hyderabad,2016,77076,Diesel,Manual,3,23.0,1396.0,90.0,5.0,6.75,hyundai,hyundai i20
1660,Hyderabad,2008,56000,Petrol,Automatic,3,16.4,1497.0,78.0,5.0,2.99,honda,honda city
1661,Kolkata,2013,21000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.35,hyundai,hyundai i10
1662,Delhi,2013,89429,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.65,honda,honda amaze
1663,Delhi,2012,45631,Petrol,Manual,2,22.5,998.0,67.04,5.0,2.74,maruti,maruti wagon
1664,Jaipur,2013,53959,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3.5,honda,honda brio
1665,Kochi,2014,55804,Petrol,Manual,3,17.0,1197.0,80.0,5.0,4.76,hyundai,hyundai i20
1666,Kochi,2016,25899,Petrol,Manual,3,15.04,1598.0,103.2,5.0,6.2,volkswagen,volkswagen vento
1667,Pune,2008,82000,Diesel,Manual,2,18.7,1896.0,66.0,5.0,2.35,skoda,skoda octavia
1668,Mumbai,2014,52000,Diesel,Automatic,3,13.0,2143.0,204.0,5.0,24.5,mercedes-benz,mercedes-benz e-class
1669,Pune,2013,20000,Petrol,Manual,3,13.24,1598.0,102.57,5.0,6.0,renault,renault duster
1670,Hyderabad,2017,31829,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.65,hyundai,hyundai eon
1671,Coimbatore,2016,18094,Petrol,Manual,2,18.6,1197.0,85.8,5.0,6.26,maruti,maruti swift
1674,Coimbatore,2018,22684,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.8,hyundai,hyundai i20
1675,Bangalore,2014,43521,Petrol,Manual,3,19.4,1198.0,86.8,5.0,4.25,honda,honda brio
1676,Kochi,2014,49386,Petrol,Manual,3,17.5,1298.0,85.8,5.0,4.86,maruti,maruti swift
1677,Delhi,2017,12248,Petrol,Manual,3,18.9,1197.0,81.86,5.0,4.9,hyundai,hyundai grand
1678,Coimbatore,2014,67771,Diesel,Manual,3,11.68,2498.0,112.0,8.0,7.06,mahindra,mahindra xylo
1680,Coimbatore,2011,48624,Petrol,Manual,3,24.07,998.0,67.1,5.0,3.22,maruti,maruti alto
1681,Kolkata,2014,30000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,3.25,volkswagen,volkswagen polo
1682,Delhi,2016,81605,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.53,hyundai,hyundai grand
1684,Pune,2014,34200,Petrol,Automatic,3,15.74,1591.0,121.3,5.0,6.5,hyundai,hyundai verna
1686,Pune,2011,156347,Diesel,Manual,2,12.99,2494.0,100.0,8.0,8.0,toyota,toyota innova
1688,Coimbatore,2015,61738,Diesel,Manual,3,20.14,1498.0,88.8,5.0,5.39,volkswagen,volkswagen polo
1692,Kochi,2018,10393,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6.03,hyundai,hyundai grand
1693,Mumbai,2011,46000,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,4.9,skoda,skoda superb
1694,Chennai,2013,21000,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,3.96,hyundai,hyundai i10
1695,Hyderabad,2011,113562,Diesel,Manual,3,23.0,1396.0,90.0,5.0,4.6,hyundai,hyundai i20
1696,Mumbai,2011,100010,Diesel,Manual,2,12.05,2179.0,120.0,8.0,5.5,mahindra,mahindra scorpio
1697,Mumbai,2013,63107,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3.25,honda,honda brio
1698,Jaipur,2017,58500,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.25,hyundai,hyundai i20
1699,Pune,2007,90000,Diesel,Manual,0,10.9,2499.0,143.0,7.0,3.0,ford,ford endeavour
1700,Chennai,2011,108242,Diesel,Manual,3,16.8,1493.0,110.0,5.0,4.25,hyundai,hyundai verna
1701,Pune,2011,146300,Diesel,Manual,3,11.5,2982.0,171.0,7.0,12.25,toyota,toyota fortuner
1702,Pune,2011,62943,Diesel,Automatic,2,17.05,1995.0,184.0,5.0,10.95,bmw,bmw x1
1703,Delhi,2013,65000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,16.5,toyota,toyota fortuner
1704,Pune,2018,1700,Petrol,Automatic,3,19.0,1199.0,88.76,5.0,7.8,honda,honda amaze
1705,Kochi,2013,34697,Petrol,Manual,3,19.81,1086.0,68.05,5.0,3.7,hyundai,hyundai i10
1706,Hyderabad,2012,58000,Petrol,Manual,3,17.0,1197.0,80.0,5.0,4.0,hyundai,hyundai i20
1709,Kochi,2017,37124,Petrol,Manual,3,20.4,1197.0,81.8,5.0,5.44,maruti,maruti swift
1710,Delhi,2017,44000,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,6.2,maruti,maruti baleno
1711,Kolkata,2005,45200,Petrol,Manual,3,13.2,1495.0,94.0,5.0,0.9,hyundai,hyundai accent
1712,Mumbai,2016,11000,Petrol,Manual,3,18.5,1197.0,85.8,5.0,3.95,maruti,maruti ritz
1714,Ahmedabad,2012,55005,Diesel,Manual,3,20.0,1399.0,68.0,5.0,2.75,ford,ford figo
1716,Chennai,2010,160000,Diesel,Manual,2,19.0,1248.0,93.0,5.0,2.5,fiat,fiat linea
1717,Hyderabad,2015,169000,Diesel,Manual,3,14.95,2489.0,93.7,7.0,5.0,mahindra,mahindra xylo
1718,Hyderabad,2013,67263,Petrol,Manual,3,18.9,998.0,67.1,5.0,3.6,maruti,maruti wagon
1719,Kochi,2012,44223,Petrol,Manual,3,17.6,1496.0,88.7,5.0,3.99,toyota,toyota etios
1720,Coimbatore,2015,36840,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5.64,hyundai,hyundai grand
1721,Pune,2014,160000,Diesel,Manual,3,12.99,2494.0,100.0,8.0,12.0,toyota,toyota innova
1722,Kolkata,2008,133000,Diesel,Manual,3,16.8,1405.0,62.0,5.0,0.7,tata,tata indica
1723,Mumbai,2015,69123,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,19.0,bmw,bmw 3
1725,Mumbai,2017,5500,Petrol,Manual,3,21.56,1462.0,103.25,5.0,8.2,maruti,maruti ciaz
1726,Kolkata,2015,1001,Diesel,Manual,3,25.83,1498.0,99.0,5.0,7.55,ford,ford figo
1727,Pune,2007,59000,Petrol,Manual,1,15.26,1150.0,74.9,5.0,0.99,chevrolet,chevrolet aveo
1728,Delhi,2011,78256,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,4.15,honda,honda city
1729,Chennai,2016,90000,Petrol,Manual,3,16.95,1498.0,97.6,5.0,6.2,nissan,nissan sunny
1730,Kolkata,2016,18000,Petrol,Manual,3,19.1,1197.0,85.8,5.0,4.4,maruti,maruti swift
1731,Kolkata,2012,60000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,2.1,ford,ford figo
1733,Coimbatore,2018,32851,Petrol,Manual,3,18.6,1197.0,81.86,5.0,8.34,hyundai,hyundai elite
1734,Kolkata,2014,32000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,4.35,maruti,maruti swift
1735,Hyderabad,2014,62700,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6.8,ford,ford ecosport
1736,Jaipur,2010,71000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,3.3,maruti,maruti swift
1737,Kochi,2016,19947,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5.04,hyundai,hyundai grand
1738,Hyderabad,2012,91000,Diesel,Automatic,3,11.4,2953.0,153.86,7.0,9.2,ford,ford endeavour
1739,Hyderabad,2014,74000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,5.7,volkswagen,volkswagen polo
1742,Hyderabad,2012,110224,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6.1,renault,renault duster
1743,Ahmedabad,2010,21002,Petrol,Manual,3,22.5,998.0,67.04,5.0,2.75,maruti,maruti wagon
1744,Pune,2017,121000,Diesel,Manual,3,24.52,1248.0,88.5,7.0,8.0,maruti,maruti ertiga
1745,Jaipur,2010,73513,Petrol,Manual,3,19.7,796.0,46.3,5.0,1.85,maruti,maruti alto
1746,Jaipur,2015,34000,Petrol,Automatic,3,20.51,998.0,67.0,5.0,3.85,maruti,maruti wagon
1747,Coimbatore,2017,28371,Petrol,Manual,3,15.1,1196.0,73.0,7.0,4.74,maruti,maruti eeco
1748,Kochi,2013,74755,Diesel,Manual,3,19.6,1461.0,108.45,5.0,5.63,renault,renault duster
1749,Kochi,2011,25805,Petrol,Manual,3,18.2,1061.0,64.0,5.0,2.62,maruti,maruti zen
1750,Kochi,2015,82603,Petrol,Manual,3,13.06,1598.0,102.53,5.0,4.9,renault,renault duster
1751,Chennai,2006,110000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,2.65,honda,honda civic
1752,Delhi,2012,88000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,5.99,mahindra,mahindra xuv500
1754,Delhi,2017,15000,Petrol,Manual,3,21.7,999.0,67.0,5.0,4.25,renault,renault kwid
1756,Pune,2008,150000,Diesel,Manual,2,28.4,1248.0,74.0,5.0,2.7,maruti,maruti swift
1758,Chennai,2011,37442,Petrol,Manual,3,18.5,1197.0,80.0,5.0,3.4,hyundai,hyundai i20
1760,Mumbai,2012,88000,Diesel,Manual,3,20.77,1248.0,88.8,7.0,5.85,maruti,maruti ertiga
1761,Jaipur,2014,42355,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.0,hyundai,hyundai grand
1762,Coimbatore,2011,75871,Petrol,Automatic,3,9.43,2996.0,254.0,5.0,14.12,bmw,bmw 3
1763,Mumbai,2011,65000,Diesel,Manual,3,17.9,1998.0,163.7,5.0,4.55,chevrolet,chevrolet cruze
1765,Jaipur,2011,79232,Diesel,Manual,3,21.1,1248.0,73.9,5.0,2.9,maruti,maruti ritz
1767,Kochi,2016,28470,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.95,hyundai,hyundai i20
1768,Kolkata,2014,9759,Petrol,Manual,3,20.3,998.0,68.05,5.0,2.75,hyundai,hyundai eon
1769,Pune,2014,75216,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.1,maruti,maruti swift
1770,Chennai,2017,8000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.75,hyundai,hyundai i20
1771,Mumbai,2014,59451,Petrol,Manual,3,18.5,1197.0,85.8,5.0,3.69,maruti,maruti ritz
1772,Hyderabad,2013,53996,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.45,maruti,maruti swift
1774,Chennai,2015,53000,Petrol,Automatic,2,16.9,1197.0,81.86,5.0,4.0,hyundai,hyundai xcent
1775,Kolkata,2013,40000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,2.9,honda,honda amaze
1776,Pune,2013,21107,Petrol,Manual,3,17.1,1591.0,121.3,5.0,5.25,hyundai,hyundai verna
1777,Mumbai,2014,56000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,5.75,honda,honda city
1778,Coimbatore,2017,19623,Petrol,Manual,3,15.29,1591.0,121.3,5.0,13.12,hyundai,hyundai creta
1779,Kochi,2014,70963,Diesel,Manual,3,15.1,2179.0,140.0,7.0,7.83,mahindra,mahindra xuv500
1780,Mumbai,2013,25755,CNG,Manual,3,26.6,998.0,58.16,5.0,3.15,maruti,maruti wagon
1781,Mumbai,2013,51450,Diesel,Manual,3,12.8,2494.0,102.0,7.0,10.4,toyota,toyota innova
1782,Pune,2012,75000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,4.35,maruti,maruti swift
1783,Coimbatore,2017,37832,Petrol,Automatic,3,22.5,998.0,67.0,5.0,5.23,maruti,maruti wagon
1784,Coimbatore,2016,43041,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6.01,hyundai,hyundai grand
1785,Hyderabad,2014,97236,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4.4,honda,honda amaze
1786,Chennai,2010,83000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,12.75,bmw,bmw 3
1787,Delhi,2011,65000,Petrol,Manual,3,15.6,1196.0,70.0,5.0,2.4,ford,ford figo
1788,Kochi,2018,46007,Petrol,Manual,3,17.0,1198.0,73.75,5.0,5.71,volkswagen,volkswagen ameo
1789,Kochi,2015,65925,Diesel,Manual,2,22.7,1498.0,89.84,5.0,5.49,ford,ford ecosport
1790,Pune,2004,73500,Petrol,Manual,2,13.0,1343.0,90.0,5.0,1.3,honda,honda city
1791,Kolkata,2014,55000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,8.5,mahindra,mahindra xuv500
1792,Delhi,2012,115000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,12.99,toyota,toyota fortuner
1793,Kolkata,2017,31184,Petrol,Manual,3,18.9,1197.0,81.86,5.0,5.0,hyundai,hyundai grand
1794,Pune,2017,41747,Diesel,Automatic,3,28.4,1248.0,73.75,5.0,9.0,maruti,maruti dzire
1795,Kochi,2016,38143,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.22,maruti,maruti swift
1796,Pune,2012,19030,Petrol,Manual,3,16.47,1198.0,73.9,5.0,3.8,volkswagen,volkswagen polo
1797,Coimbatore,2019,20877,Petrol,Manual,3,18.16,1197.0,78.9,5.0,7.27,toyota,toyota etios
1798,Mumbai,2016,23555,Petrol,Manual,3,22.0,1197.0,81.8,5.0,5.1,maruti,maruti swift
1800,Pune,2013,61000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.9,maruti,maruti wagon
1802,Bangalore,2011,46000,Petrol,Manual,3,13.4,1798.0,157.8,5.0,5.5,skoda,skoda laura
1803,Mumbai,2016,28000,Petrol,Automatic,3,17.21,1197.0,103.5,5.0,7.25,volkswagen,volkswagen polo
1804,Coimbatore,2014,83558,Diesel,Manual,3,22.32,1582.0,126.32,5.0,6.98,hyundai,hyundai verna
1806,Kolkata,2013,36000,Petrol,Manual,3,21.1,814.0,55.2,5.0,1.95,hyundai,hyundai eon
1807,Bangalore,2014,21000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,24.5,audi,audi a4
1808,Kochi,2013,62162,Diesel,Manual,3,12.99,2494.0,100.0,7.0,8.31,toyota,toyota innova
1810,Pune,2015,58000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,5.5,hyundai,hyundai xcent
1811,Kochi,2011,62332,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,5.89,honda,honda accord
1812,Kochi,2016,50867,Diesel,Manual,3,20.34,1498.0,103.2,5.0,7.95,volkswagen,volkswagen vento
1813,Mumbai,2010,73000,Petrol,Manual,3,17.0,1197.0,80.0,5.0,2.75,hyundai,hyundai i20
1814,Jaipur,2012,98008,Diesel,Manual,3,22.7,1582.0,126.24,5.0,6.25,hyundai,hyundai elantra
1815,Hyderabad,2015,36000,Diesel,Manual,3,20.0,1399.0,68.05,5.0,4.95,ford,ford figo
1816,Kochi,2019,27339,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.27,hyundai,hyundai i20
1817,Kolkata,2017,25000,Diesel,Manual,3,23.9,1582.0,126.2,5.0,8.65,hyundai,hyundai verna
1818,Kolkata,2014,37000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,3.5,hyundai,hyundai grand
1820,Kolkata,2015,27000,Petrol,Manual,3,17.5,1298.0,85.8,5.0,4.45,maruti,maruti swift
1821,Kolkata,2012,37000,Petrol,Manual,3,18.5,1197.0,80.0,5.0,2.65,hyundai,hyundai i20
1822,Kolkata,2017,10500,Diesel,Manual,3,25.32,1198.0,77.0,5.0,4.7,mahindra,mahindra kuv
1823,Ahmedabad,2014,49000,Diesel,Automatic,3,18.23,1582.0,126.2,5.0,8.9,hyundai,hyundai elantra
